age,income,contacts,spend,income_k,pred_mgcv
37.47608618006285,10467.904580476392,1,2.2394563414988164,10.467904580476391,0.21315937991960413
67.43714393331564,12549.134137280456,2,0.0,12.549134137280456,0.6223967925156673
56.063684974193066,26753.202241760908,6,0.0,26.753202241760906,0.2717524887284596
49.1302411782459,12247.331271448553,3,0.0,12.247331271448553,0.24195486454179513
26.1129693030067,38419.374384536815,2,0.0,38.419374384536816,0.25351730644032544
26.111715057482535,21256.96434591264,6,0.0,21.25696434591264,0.0690177532598196
21.02034783274637,22989.6030630304,3,0.0,22.9896030630304,0.10716481476250898
63.04115958029663,19164.473705305976,1,0.0,19.164473705305976,0.7733227722945454
49.25798061064685,32416.535264654583,3,0.0,32.416535264654584,0.44249740198658094
54.81977404539437,32584.10735012824,4,0.0,32.58410735012824,0.45652739470778647
19.070393703381725,26043.59584190896,5,0.0,26.04359584190896,0.07300185371036987
68.4353123124237,29213.743722567266,5,0.0,29.213743722567266,0.5867272330413149
61.28701732162193,19810.258033808317,1,0.0,19.810258033808317,0.7344682981616476
29.04163375527036,28885.687333660688,2,0.0,28.885687333660687,0.21498646692577011
27.454898294769237,18602.683291180718,7,0.0,18.602683291180718,0.05523721967983989
27.53703451237856,22051.05688637509,3,0.0,22.05105688637509,0.1355333375936121
33.82059663389596,19200.24129369498,3,0.0,19.20024129369498,0.16044006158202406
45.287334444876365,17525.12299855076,2,0.0,17.52512299855076,0.2954027264527274
40.461140969390016,15606.520725699533,2,0.0,15.606520725699532,0.22971772107176025
33.14391529029818,27829.309752466557,2,0.0,27.829309752466557,0.24581928862358837
49.816350525563735,42416.93434476087,4,0.0,42.41693434476087,0.4995685703785034
25.25368075390617,39559.09804616437,6,0.0,39.55909804616437,0.11476666848377055
33.19152172383134,11751.27861590939,10,0.0,11.75127861590939,0.031410955426478135
37.05081585127197,41965.43262724183,3,4.009885081608314,41.96543262724183,0.3591383762302257
41.71563917928587,18787.006179491247,3,0.0,18.787006179491247,0.21787541496330093
58.82914999243671,29743.51808006272,2,0.0,29.74351808006272,0.7327652658549384
28.383036672234702,14001.11619980012,2,0.0,14.001116199800121,0.13460128444937822
44.74019079750781,23646.962660407804,6,0.0,23.646962660407805,0.15699892694106873
48.8055575808262,25767.30170793317,1,0.0,25.767301707933168,0.5299446524191618
20.41542146143988,10484.964987541498,4,0.0,10.484964987541497,0.05920070734471625
49.5923322988748,29855.775469543398,6,0.0,29.8557754695434,0.22954286201603177
26.86725443173916,43172.86724672066,2,1.774257547612108,43.172867246720664,0.30093723097045955
21.382682835234533,20184.616364954967,3,0.0,20.184616364954966,0.10005649931118274
67.34204793717333,43481.205464007006,1,0.0,43.481205464007004,1.892562745681351
68.21286571987709,20033.341775754558,5,3.186003567293425,20.033341775754558,0.442818007212988
60.03666210205598,33684.472905574105,1,0.0,33.684472905574104,1.0541268340386678
33.839915997015275,7264.211361818434,3,0.0,7.264211361818434,0.1126730389210586
23.07894992833196,73820.28886359495,3,0.0,73.82028886359495,0.5262550545121902
53.58011737863216,46524.25751861515,4,0.0,46.52425751861515,0.656785915710346
40.88792967445927,19104.65397322385,2,0.0,19.104653973223847,0.259268761400708
24.3459882119285,8216.959151314837,2,0.0,8.216959151314837,0.09634411083508225
43.74919932578605,25438.37613264354,4,0.0,25.43837613264354,0.2363506714550688
19.78820309799136,10700.408812149915,0,0.0,10.700408812149915,0.12822378447799496
65.28466090809667,27513.354082254093,3,4.236273341517604,27.513354082254093,0.729965931481534
31.45655904320088,27059.214131031946,3,0.0,27.059214131031947,0.1841666752038113
52.45115878640706,13756.936044378312,7,0.0,13.756936044378312,0.1310378268847885
34.20897595664937,38579.77721454858,3,0.0,38.57977721454858,0.28965072455342533
45.04353710124616,32951.344765457405,2,0.0,32.95134476545741,0.4623370915919741
46.42893452585054,35879.15153671126,2,0.0,35.87915153671126,0.5332692502998363
27.61243168732741,22124.23408908501,1,0.0,22.12423408908501,0.20241610727664194
68.41840064375705,10853.446589486255,1,0.0,10.853446589486255,0.7505663354981699
58.30690681477796,35915.927394617625,3,0.0,35.915927394617626,0.7070212238552913
66.85394496133783,19241.30021025787,2,0.0,19.24130021025787,0.7414906706366453
64.53102222223774,10994.05475007008,3,2.8562211103726987,10.99405475007008,0.4337189616161008
49.09079889817643,43304.83986802059,6,0.0,43.304839868020586,0.3352848395229186
65.93746022120207,62925.31086585681,2,0.0,62.92531086585681,2.6125077566867145
22.601610106699816,21576.84300569372,3,0.0,21.57684300569372,0.10952877948947663
28.19110884579555,64832.38832495837,2,0.0,64.83238832495837,0.6036700209143613
20.35181902334798,23055.44772472089,3,0.0,23.05544772472089,0.10451936455896231
34.917177199689746,18210.83540646614,1,0.0,18.21083540646614,0.24193316779147608
38.211219063853065,16070.985349011182,1,0.0,16.07098534901118,0.2592908227932052
32.11014965224258,49938.18422273149,1,2.061765088936863,49.93818422273149,0.5539272891726402
61.09435047590033,14912.097262058804,1,0.0,14.912097262058804,0.630191689312712
36.55117298806664,31813.13885532459,3,0.0,31.81313885532459,0.26041884705592444
32.6085945037438,16654.206105760648,6,0.0,16.654206105760647,0.07823179936521917
46.22019632422892,17498.083134011053,5,0.0,17.498083134011054,0.16924620163780257
25.328059698687657,36868.94390187121,3,2.3131480274477982,36.868943901871205,0.19246202850266694
59.71424299921007,18214.651503255416,3,0.0,18.214651503255418,0.44252517278989817
21.87663347134808,17990.557399016496,4,0.0,17.990557399016495,0.07845860379076791
69.3181207032269,38808.80172964985,2,0.0,38.80880172964985,1.4636289590771194
58.15672800342619,48957.04924155142,3,1.3244554255524743,48.957049241551424,1.0348483932209622
28.333215439776964,30404.469561669805,5,0.0,30.404469561669803,0.12069903810120736
18.287150090427325,15876.814432463065,6,0.0,15.876814432463064,0.04291756361441219
60.40399427965138,17063.479388715125,1,0.0,17.063479388715123,0.6533009642745499
54.75658188007609,22924.411631587565,4,0.0,22.924411631587564,0.3418743904251069
55.90837273813134,25860.3201135336,3,0.0,25.8603201135336,0.4762604867352244
58.10605802766918,13441.027269921027,4,0.0,13.441027269921028,0.2953146862598011
21.850321890172697,31619.173433220632,2,0.0,31.61917343322063,0.17447754956232936
36.640217884302174,22988.66770057425,5,0.0,22.98866770057425,0.13538229118822415
24.025191095306745,9340.787483533852,1,0.0,9.340787483533852,0.11986418615597243
62.88137814553086,13843.02478012591,4,0.0,13.84302478012591,0.3623008379672987
50.41150259503301,17118.85322916033,5,0.0,17.11885322916033,0.19815735913946017
35.20669729233776,21238.506460462515,1,0.0,21.238506460462514,0.2677839133312061
21.305034214873228,56649.554239663485,1,0.0,56.64955423966349,0.43730061933962416
34.17108072921444,24812.073616737704,4,0.0,24.812073616737703,0.15768778628543162
34.90953274539085,14466.83482282897,1,0.0,14.46683482282897,0.21642577604933172
55.93952127357933,24595.4169607036,4,1.838139575416059,24.5954169607036,0.37680118186786665
51.15298851047108,18470.979916377,3,0.0,18.470979916377,0.31576042795504
64.13506261396898,25909.86646566113,4,11.36318170022442,25.90986646566113,0.5451736772030621
42.55517610842136,29445.13097574816,5,0.0,29.44513097574816,0.208126633360052
24.21890078879169,40320.500812456325,4,1.650770970048066,40.320500812456324,0.16727627690916202
55.08872893559574,21760.610402566774,3,0.0,21.760610402566773,0.407998102439297
57.56082252807867,49985.10118966826,5,0.0,49.98510118966826,0.7010576526909001
47.186414273613806,34683.22193461419,6,0.0,34.68322193461419,0.24041322597756426
58.09029335763717,15464.15783730304,4,0.0,15.464157837303041,0.3133885752373099
43.67737101094832,66498.04534304155,2,0.0,66.49804534304155,1.1841007858566501
45.18210712786369,25938.85344529384,1,0.0,25.93885344529384,0.46026141941674464
40.23213295464458,14507.742450627751,1,0.0,14.50774245062775,0.2685473817461852
19.32179459069295,50335.029519054304,1,3.8916927993899946,50.3350295190543,0.33471723462832104
23.61035420365183,62248.44241693546,2,0.0,62.24844241693546,0.46483732382581405
19.63431765571018,21665.737358425467,2,0.0,21.665737358425467,0.11875829149404533
51.09334138571658,17122.948662296134,3,0.0,17.122948662296135,0.3026495844651287
34.346511015968986,20207.56910300206,5,0.0,20.20756910300206,0.1136482149863637
44.44567594056454,31488.12796455951,4,0.0,31.48812796455951,0.2908836857550257
65.19345664415684,41728.02846805861,2,1.201963202996032,41.72802846805861,1.3515833060681381
30.963195915741498,29297.09564745621,4,1.283062508593648,29.29709564745621,0.15828505339456642
39.339911997852745,23175.74656688222,3,2.899716424614509,23.175746566882218,0.22551601167816393
57.28865920423853,46583.69588364952,1,0.0,46.58369588364952,1.383653391461908
29.897504605564368,18837.06524567957,2,0.0,18.837065245679568,0.1651539419150272
22.002955311097235,36881.29050957492,1,2.047548001582152,36.881290509574924,0.2501648426274649
33.06707555151594,19071.848015061045,3,0.0,19.071848015061043,0.15504795008668898
26.38350693720823,27323.7476135775,4,0.0,27.3237476135775,0.12411650149551834
66.3442779218138,20810.62011013676,7,0.0,20.81062011013676,0.28283623087219634
60.022259737349685,21419.86215571468,4,0.0,21.41986215571468,0.4042624623803757
50.93699533854202,18238.80491131699,2,0.0,18.23880491131699,0.37889861340521047
63.31595068976132,43149.53912071039,2,0.0,43.149539120710386,1.3070525683656293
59.79094799875395,15268.344558074614,3,0.0,15.268344558074613,0.40673258276904645
27.701643062073863,15212.669413882628,3,0.0,15.212669413882628,0.11137694361558557
64.41306792147884,63608.14345790703,1,3.246242261644589,63.608143457907026,3.056093968710595
46.04579657961384,35915.48369995015,3,0.0,35.91548369995015,0.4312886623523989
59.98688806853125,6683.807910871156,3,0.0,6.683807910871156,0.3177622289410587
64.59674759602166,16603.53046580687,3,0.0,16.60353046580687,0.5136342217468969
34.536180698536924,8901.769277777516,3,0.0,8.901769277777516,0.12165063515476965
23.722700075439192,13693.200206270789,3,0.0,13.693200206270788,0.09068835785512766
29.85262845218097,4585.904628082791,5,0.0,4.58590462808279,0.05964255527945691
40.20960500856533,20568.276892543607,3,0.0,20.568276892543608,0.21617156412388186
